DateTime,Wind Forecast EC00,Wind Forecast EC Latest,Solar Forecast EC00,Solar Forecast EC Latest,Cons Forecast EC00,Cons Forecast EC Latest,Reg. Update,UMM Planned,UMM Unplanned,Flow Update,Spot Price,Intraday Price VWAP
2022-02-11 04:00:00,4402.52,6577,0,0,12831,11983,61,434.0,387,0,149,128.77
2022-02-11 05:00:00,4483.85,6466,0,0,13559,12179,122,188.0,500,1,151,180.66
2022-02-11 06:00:00,4531.68,6257,0,0,13745,12962,282,211.0,385,1,154,204.88
2022-02-11 07:00:00,4562.17,5931,0,0,12824,14395,-31,486.0,156,0,155,142.52
2022-02-11 08:00:00,4581.11,5923,94,138,11836,15377,-100,205.0,274,0,157,145.33
2022-02-11 09:00:00,4560.35,5871,436,619,11700,15424,-287,149.0,338,1,154,159.0
2022-02-11 10:00:00,4445.43,5722,938,1243,11468,14793,161,419.0,219,0,151,149.72
2022-02-11 11:00:00,4162.52,5310,1501,1755,10613,13849,94,322.0,464,0,148,150.55
2022-02-11 12:00:00,3705.33,4717,1877,2122,10471,13087,121,325.0,267,1,148,188.11
2022-02-11 13:00:00,3088.65,3572,1947,1929,10578,13265,-270,390.0,292,1,147,167.19
2022-02-11 14:00:00,2310.13,2663,1802,1629,10916,13361,254,454.0,130,0,145,175.25
2022-02-11 15:00:00,1565.04,1737,1393,1184,10954,13660,-169,340.0,418,1,143,186.17
2022-02-11 16:00:00,957.3,999,886,735,10157,14229,-91,345.0,498,0,144,159.3
2022-02-11 17:00:00,535.78,531,291,236,10079,15112,-84,496.0,358,0,142,153.67
2022-02-11 18:00:00,267.25,318,0,0,10061,15577,67,332.0,194,1,145,199.63
2022-02-11 19:00:00,123.29,288,0,0,10015,15024,151,397.0,2,0,148,165.34
2022-02-11 20:00:00,140.32,306,0,0,10044,14415,-223,196.0,160,1,150,178.31
2022-02-11 21:00:00,208.67,378,0,0,10218,13609,-292,166.0,473,1,153,179.1
2022-02-11 22:00:00,347.41,597,0,0,10525,12992,-221,238.0,344,0,156,147.12
2022-02-11 23:00:00,620.8,917,0,0,10934,12421,147,286.0,288,0,159,176.8
2022-02-12 00:00:00,1144.62,1311,0,0,11281,12520,248,169.0,59,0,157,181.53
2022-02-12 01:00:00,1788.67,2112,0,0,11866,11331,98,325.0,298,0,157,167.42
2022-02-12 02:00:00,2161.16,2540,0,0,12393,10913,-71,351.0,127,0,159,153.14
2022-02-12 03:00:00,2539.06,2981,0,0,12956,10650,141,458.0,343,1,157,207.63
2022-02-12 04:00:00,2909.28,3484,0,0,13266,10524,166,141.0,285,1,160,209.54
2022-02-12 05:00:00,3145.69,3899,0,0,14169,10490,91,216.0,26,0,161,154.35
2022-02-12 06:00:00,3378.83,4209,0,0,14059,10820,158,289.0,426,0,160,169.54
2022-02-12 07:00:00,3608.57,4453,0,0,12603,11457,-329,125.0,363,0,161,126.24
2022-02-12 08:00:00,3866.11,4517,166,190,10560,12263,-12,450.0,166,1,161,199.27
2022-02-12 09:00:00,4114.03,4750,681,790,9089,12920,-61,17.0,484,1,162,207.5
2022-02-12 10:00:00,4338.94,4623,1210,1511,8368,13069,137,254.0,246,1,161,212.34
2022-02-12 11:00:00,4074.45,4264,1602,2082,8662,12538,-277,462.0,444,1,161,172.68
2022-02-12 12:00:00,3759.51,4563,1878,2447,9270,11754,-183,37.0,116,0,163,124.96
2022-02-12 13:00:00,3417.67,4665,2013,2498,9809,11630,128,366.0,116,1,164,185.26
2022-02-12 14:00:00,3509.68,4988,1891,2234,10684,11620,35,227.0,484,0,163,149.4
2022-02-12 15:00:00,3587.29,5021,1447,1660,11255,12178,135,244.0,475,0,162,162.11
2022-02-12 16:00:00,3652.84,4991,872,993,10918,12696,276,418.0,149,1,160,212.35
2022-02-12 17:00:00,3895.67,5085,266,314,9914,13941,240,230.0,394,1,162,223.12
2022-02-12 18:00:00,4115.23,5442,0,0,9502,14798,-276,267.0,173,0,164,133.1
2022-02-12 19:00:00,4312.07,5879,0,0,9356,14103,-311,157.0,70,1,163,158.54
2022-02-12 20:00:00,4385.74,6162,0,0,9291,13619,177,152.0,259,0,166,168.13
2022-02-12 21:00:00,4457.62,6354,0,0,9396,13119,-7,440.0,247,0,164,148.5
2022-02-12 22:00:00,4523.0,6316,0,0,9707,12448,-331,459.0,236,0,161,112.19
2022-02-12 23:00:00,4524.62,5950,0,0,10392,12035,91,139.0,179,1,164,196.7
2022-02-13 00:00:00,4607.65,5545,0,0,10213,11269,129,193.0,275,1,161,206.65
2022-02-13 01:00:00,4568.14,5613,0,0,10927,10786,-49,430.0,150,1,158,185.93
2022-02-13 02:00:00,4509.54,5635,0,0,11709,10474,173,74.0,359,1,158,204.5
2022-02-13 03:00:00,4442.08,5501,0,0,12554,10193,-47,369.0,472,1,158,191.15
2022-02-13 04:00:00,4370.55,5287,0,0,13053,10040,-333,220.0,199,0,158,114.75
2022-02-13 05:00:00,4354.32,5264,0,0,14027,9959,75,322.0,127,1,161,191.43
2022-02-13 06:00:00,4345.55,5393,0,0,14286,9829,203,98.0,484,0,160,171.12
2022-02-13 07:00:00,4345.09,5569,0,0,13900,9922,-29,156.0,333,1,158,183.64
2022-02-13 08:00:00,4375.37,5735,163,165,13665,10821,246,91.0,39,0,161,163.24
2022-02-13 09:00:00,4407.08,5835,640,678,13020,11418,85,163.0,410,0,161,155.77
2022-02-13 10:00:00,4432.41,5703,1147,1292,12449,11580,224,37.0,18,0,163,163.8
2022-02-13 11:00:00,4427.29,5485,1492,1755,12257,11494,12,16.0,277,1,160,186.5
2022-02-13 12:00:00,4401.34,5283,1638,1972,12543,11158,122,279.0,286,1,158,191.66
2022-02-13 13:00:00,4353.33,5304,1652,1689,13340,10912,-49,100.0,459,1,155,188.93
2022-02-13 14:00:00,4463.67,5305,1506,1414,13439,10826,-277,112.0,137,1,152,156.48
2022-02-13 15:00:00,4536.68,5639,1176,1034,13975,11175,-57,38.0,79,0,153,137.74
2022-02-13 16:00:00,4578.81,6181,759,645,12911,12099,29,158.0,168,0,152,136.63
2022-02-13 17:00:00,4739.91,6496,245,196,11485,13498,38,290.0,259,1,153,178.92
2022-02-13 18:00:00,4851.37,6710,0,0,10645,14131,-47,301.0,305,1,153,176.03
2022-02-13 19:00:00,4930.47,6704,0,0,10428,13867,256,324.0,303,1,153,203.22
2022-02-13 20:00:00,5002.23,6652,0,0,10246,13251,-276,68.0,423,1,154,159.34
2022-02-13 21:00:00,5054.46,6638,0,0,10248,12840,145,123.0,34,0,152,146.07
2022-02-13 22:00:00,5087.13,6604,0,0,10406,12209,-71,71.0,328,1,151,176.74
2022-02-13 23:00:00,5099.18,6473,0,0,10702,11490,63,198.0,160,1,150,179.69
2022-02-14 00:00:00,5081.44,6409,0,0,11094,10829,-278,312.0,489,1,149,156.95
2022-02-14 01:00:00,5060.66,6366,0,0,11744,10480,-329,67.0,115,1,147,137.27
2022-02-14 02:00:00,5047.12,6330,0,0,12308,10187,-60,5.0,392,0,150,138.2
2022-02-14 03:00:00,5015.14,6341,0,0,12907,9984,-312,3.0,165,0,147,99.53
2022-02-14 04:00:00,4977.24,6356,0,0,13160,9855,216,247.0,284,0,144,147.72
2022-02-14 05:00:00,4949.34,6302,0,0,14077,10032,298,79.0,69,1,143,189.91
2022-02-14 06:00:00,4901.31,6232,0,0,14601,11032,98,229.0,357,1,142,174.34
2022-02-14 07:00:00,4801.98,5807,0,0,13965,12343,-315,349.0,336,0,145,108.48
2022-02-14 08:00:00,4729.32,5843,37,82,13463,13484,129,475.0,2,0,147,142.71
2022-02-14 09:00:00,4579.39,5876,147,381,12664,13451,113,379.0,483,1,144,182.31
2022-02-14 10:00:00,4329.66,5833,295,884,12081,12776,126,331.0,76,1,143,151.32
2022-02-14 11:00:00,4343.51,5955,429,1466,13095,11733,-238,59.0,190,1,141,85.62
2022-02-14 12:00:00,4303.51,6143,552,1911,13516,11485,-136,352.0,299,0,138,24.43
2022-02-14 13:00:00,4207.1,6172,780,2203,14153,11808,76,398.0,175,1,137,63.9
2022-02-14 14:00:00,4220.37,6270,996,1881,14432,12300,260,89.0,287,1,137,132.08
2022-02-14 15:00:00,4197.47,6254,1031,1392,13879,13043,-235,300.0,326,0,139,85.13
2022-02-14 16:00:00,4145.08,6231,794,890,12223,14216,20,466.0,363,1,141,160.61
2022-02-14 17:00:00,4118.17,6168,268,289,10778,15395,48,478.0,480,1,140,169.94
2022-02-14 18:00:00,4079.65,6108,0,0,9917,15977,73,168.0,426,1,140,172.97
2022-02-14 19:00:00,4030.87,5927,0,0,9727,15586,23,113.0,357,1,140,170.14
2022-02-14 20:00:00,3935.09,5901,0,0,9907,15024,288,481.0,405,0,143,160.21
2022-02-14 21:00:00,3811.71,5489,0,0,10148,14345,-259,450.0,287,0,144,110.53
2022-02-14 22:00:00,3654.51,4865,0,0,10477,13402,83,153.0,196,1,144,181.86
2022-02-14 23:00:00,3419.22,4512,0,0,11120,12774,-59,171.0,229,0,144,136.2
2022-02-15 00:00:00,3519.59,4663,0,0,11530,11748,254,364.0,23,0,147,157.61
2022-02-15 01:00:00,3060.23,4743,0,0,12074,11124,175,255.0,295,0,145,142.25
2022-02-15 02:00:00,2948.25,4141,0,0,12677,10795,274,398.0,111,1,142,192.45
2022-02-15 03:00:00,2832.88,3887,0,0,13322,10586,212,423.0,164,0,143,149.25
2022-02-15 04:00:00,2710.55,3657,0,0,13861,10477,-304,144.0,245,1,140,139.73
2022-02-15 05:00:00,2598.12,3363,0,0,14560,10664,38,428.0,409,1,143,180.41
2022-02-15 06:00:00,2479.17,3338,0,0,15086,11625,31,14.0,371,1,142,177.32
2022-02-15 07:00:00,2358.38,3089,0,0,13901,13032,50,340.0,478,0,141,147.05
2022-02-15 08:00:00,2736.11,3413,109,180,13212,14202,153,101.0,276,1,139,189.87
2022-02-15 09:00:00,3119.21,4079,416,683,12373,14149,-123,364.0,191,0,142,123.57
2022-02-15 10:00:00,3485.68,4960,832,1235,11984,13522,44,173.0,376,0,139,121.25
2022-02-15 11:00:00,4092.39,5643,1263,1659,11739,12665,-242,114.0,100,0,138,87.59
2022-02-15 12:00:00,4540.64,5951,1537,1868,11967,12382,148,59.0,292,1,137,167.53
2022-02-15 13:00:00,4826.19,6212,1440,1621,12495,12432,-197,419.0,166,0,140,106.72
2022-02-15 14:00:00,4989.66,6380,994,1198,13711,12918,66,487.0,3,1,141,160.52
2022-02-15 15:00:00,5058.7,6484,526,703,13491,13656,-36,486.0,62,1,143,160.35
2022-02-15 16:00:00,5075.69,6549,173,294,11897,14768,-280,263.0,77,0,140,98.3
2022-02-15 17:00:00,5034.34,6625,8,40,10358,15653,28,422.0,498,1,143,181.67
2022-02-15 18:00:00,4949.39,6666,0,0,9295,15694,-55,269.0,359,1,146,176.79
2022-02-15 19:00:00,4775.86,6621,0,0,9039,15452,105,369.0,412,1,148,187.31
2022-02-15 20:00:00,4524.09,6406,0,0,8916,14840,104,495.0,380,0,146,144.26
2022-02-15 21:00:00,4112.15,5990,0,0,8999,14227,-297,491.0,86,1,148,140.87
2022-02-15 22:00:00,3541.13,5364,0,0,9265,13341,-61,157.0,394,1,147,172.92
2022-02-15 23:00:00,3306.21,4691,0,0,9787,12715,161,489.0,65,1,144,183.13
2022-02-16 00:00:00,3161.4,4049,0,0,11415,11556,205,266.0,24,1,141,188.1
2022-02-16 01:00:00,2752.56,4128,0,0,11966,11143,295,97.0,70,0,143,155.0
2022-02-16 02:00:00,2886.49,4509,0,0,12529,10993,-267,261.0,61,0,146,98.85
2022-02-16 03:00:00,3005.95,5146,0,0,13132,10957,-22,381.0,55,0,143,109.22
2022-02-16 04:00:00,3096.92,5625,0,0,13684,11067,-232,19.0,403,1,143,128.54
2022-02-16 05:00:00,3794.96,6054,0,0,14342,11384,-131,26.0,387,0,145,107.75
2022-02-16 06:00:00,4253.41,6350,0,0,14897,12211,103,37.0,129,1,145,159.21
2022-02-16 07:00:00,4526.76,6504,0,0,14164,13817,300,500.0,342,0,145,154.34
2022-02-16 08:00:00,4816.02,6567,20,25,13228,14524,-115,308.0,432,1,142,161.77
2022-02-16 09:00:00,4995.31,6641,95,205,12190,14195,127,407.0,432,0,145,143.88
2022-02-16 10:00:00,5091.28,6597,253,600,11629,13070,-21,274.0,418,1,147,168.25
2022-02-16 11:00:00,5141.78,6502,460,938,11049,11689,-240,382.0,334,1,148,141.3
2022-02-16 12:00:00,5164.12,6475,650,949,11314,11146,-39,376.0,369,0,145,128.5
2022-02-16 13:00:00,5158.84,6468,809,691,11848,11024,188,60.0,444,1,148,197.78
2022-02-16 14:00:00,5153.73,6532,868,577,13635,11870,-231,349.0,215,0,149,121.61
2022-02-16 15:00:00,5123.45,6540,768,408,13399,12722,150,397.0,470,0,147,161.54
2022-02-16 16:00:00,5072.48,6526,449,212,11760,13628,215,320.0,284,0,149,163.77
2022-02-16 17:00:00,5081.15,6451,109,43,10240,14117,-247,100.0,274,0,148,121.38
2022-02-16 18:00:00,5029.26,6185,0,0,9209,14451,-153,357.0,153,1,148,172.71
2022-02-16 19:00:00,4879.46,6326,0,0,8960,14414,138,486.0,386,0,146,154.85
2022-02-16 20:00:00,4861.38,6312,0,0,8836,13764,-242,103.0,346,1,148,162.01
2022-02-16 21:00:00,4661.4,6445,0,0,8922,12743,-129,66.0,116,0,151,125.58
2022-02-16 22:00:00,4216.24,6470,0,0,9181,12321,73,84.0,32,1,154,168.22
2022-02-16 23:00:00,4494.47,6506,0,0,9693,12044,-202,77.0,24,1,151,147.74
2022-02-17 00:00:00,4521.85,6367,0,0,11184,11237,-26,432.0,286,0,150,130.56
2022-02-17 01:00:00,4472.85,6363,0,0,11695,11124,73,113.0,220,1,147,167.93
2022-02-17 02:00:00,4404.12,6417,0,0,12418,10928,-77,84.0,165,0,144,112.79
2022-02-17 03:00:00,4292.07,6396,0,0,13079,10846,202,412.0,355,0,146,138.12
2022-02-17 04:00:00,4158.44,6290,0,0,13550,10791,-252,260.0,323,1,148,136.8
2022-02-17 05:00:00,4355.12,6455,0,0,14309,10856,239,185.0,196,0,150,140.83
2022-02-17 06:00:00,4497.93,6653,0,0,14653,11613,-2,92.0,163,0,147,115.11
2022-02-17 07:00:00,4601.31,6659,1,0,12738,12893,156,331.0,106,1,147,170.46
2022-02-17 08:00:00,4760.14,6678,228,193,11034,13613,-234,5.0,422,1,144,149.39
2022-02-17 09:00:00,4880.99,6666,829,713,9359,13614,-13,333.0,304,0,141,131.37
2022-02-17 10:00:00,4954.44,6656,1488,1346,8678,12833,-123,366.0,58,1,143,159.82
2022-02-17 11:00:00,4990.48,6653,2011,1901,8115,11934,-257,52.0,39,1,143,143.57
2022-02-17 12:00:00,4989.52,6618,2318,2205,8526,11437,140,449.0,73,0,140,135.83
2022-02-17 13:00:00,4942.51,6619,2356,2151,9284,11613,-25,387.0,307,0,137,128.64
2022-02-17 14:00:00,4936.11,6625,2116,1843,10898,12128,-155,239.0,300,1,135,155.07
2022-02-17 15:00:00,4893.44,6578,1602,1351,11650,12760,-234,315.0,137,1,138,143.9
2022-02-17 16:00:00,4829.23,6345,1017,844,10990,13306,-47,210.0,461,1,137,171.95
2022-02-17 17:00:00,4904.02,6011,348,272,9731,13821,290,44.0,378,1,140,209.95
2022-02-17 18:00:00,4921.19,6046,0,0,8543,14022,-209,129.0,250,0,140,123.05
2022-02-17 19:00:00,4866.7,6472,0,0,8194,13599,220,361.0,354,1,140,192.97
2022-02-17 20:00:00,4888.34,6219,0,0,8001,13351,85,457.0,189,0,141,141.69
2022-02-17 21:00:00,4821.3,5704,0,0,8070,12493,-277,191.0,471,1,143,164.09
2022-02-17 22:00:00,4646.1,4887,0,0,8273,12072,-72,165.0,390,0,140,149.48
2022-02-17 23:00:00,4564.79,4352,0,0,8688,11665,241,404.0,21,1,140,206.28
2022-02-18 00:00:00,3703.24,4254,0,0,10628,11650,284,196.0,172,0,139,166.72
2022-02-18 01:00:00,3284.33,2805,0,0,11376,10904,119,458.0,185,0,137,153.12
2022-02-18 02:00:00,2878.49,2496,0,0,11656,10583,8,228.0,227,0,137,144.42
2022-02-18 03:00:00,2441.7,2621,0,0,12033,10439,-259,365.0,281,0,135,114.82
2022-02-18 04:00:00,2008.03,3102,0,0,12620,10410,277,457.0,475,1,137,198.36
2022-02-18 05:00:00,2529.65,3456,0,0,13229,10659,65,180.0,392,0,134,133.69
2022-02-18 06:00:00,2978.8,3632,0,0,13148,11729,-17,233.0,368,0,137,137.51
2022-02-18 07:00:00,3314.63,4816,2,0,10753,13140,-103,260.0,203,0,138,120.24
2022-02-18 08:00:00,4279.18,5680,22,22,8779,13718,-156,315.0,346,0,139,125.17
2022-02-18 09:00:00,4812.05,6116,99,104,7381,13461,145,421.0,104,1,138,182.34
2022-02-18 10:00:00,4991.64,6206,221,206,6822,12712,-71,304.0,73,0,139,130.63
2022-02-18 11:00:00,4977.32,6190,304,274,7082,11581,-318,57.0,163,1,142,144.74
2022-02-18 12:00:00,4767.21,5880,341,289,7248,10961,-265,234.0,466,1,142,160.53
2022-02-18 13:00:00,4406.39,5637,346,433,7657,10736,-313,146.0,398,0,145,112.15
2022-02-18 14:00:00,3938.18,4979,418,472,8643,11533,84,216.0,444,1,146,192.49
2022-02-18 15:00:00,3290.34,4919,563,558,9237,11774,-123,425.0,207,1,149,166.16
2022-02-18 16:00:00,2680.44,4908,591,553,8890,12243,-150,323.0,62,0,146,108.18
2022-02-18 17:00:00,2556.38,5018,257,230,8700,12876,-92,359.0,111,1,144,147.89
2022-02-18 18:00:00,2357.72,5258,0,0,8818,13737,36,320.0,80,1,145,146.77
2022-02-18 19:00:00,2170.99,5624,0,0,8842,13648,132,236.0,266,1,147,148.56
2022-02-18 20:00:00,2439.91,5651,0,0,8832,13023,101,34.0,385,1,144,150.44
2022-02-18 21:00:00,2734.22,5542,0,0,9129,12360,201,115.0,249,0,144,126.17
2022-02-18 22:00:00,3052.25,5682,0,0,9299,12016,-349,14.0,459,1,142,118.37
2022-02-18 23:00:00,3548.69,6233,0,0,9917,11649,82,470.0,273,0,141,112.33
2022-02-19 00:00:00,2999.41,6546,0,0,10341,11551,183,480.0,394,1,139,141.96
2022-02-19 01:00:00,3496.76,6589,0,0,10723,11431,-300,12.0,144,1,141,103.22
2022-02-19 02:00:00,4265.1,6593,0,0,11425,11199,-121,225.0,70,0,141,99.01
2022-02-19 03:00:00,4771.45,6612,0,0,12023,11066,74,372.0,93,0,140,119.52
2022-02-19 04:00:00,4956.64,6619,0,0,12408,11107,216,207.0,239,1,141,180.13
2022-02-19 05:00:00,5001.84,6602,0,0,13552,11173,-108,232.0,97,1,144,153.57
2022-02-19 06:00:00,5020.3,6577,0,0,13270,11177,-111,115.0,77,1,146,155.98
2022-02-19 07:00:00,5023.78,6270,2,0,11661,11479,-88,397.0,261,1,144,168.56
2022-02-19 08:00:00,5036.51,6220,288,224,9817,11984,23,169.0,445,0,141,142.62
2022-02-19 09:00:00,5033.94,6205,931,797,8196,12686,63,420.0,31,1,142,179.29
2022-02-19 10:00:00,4999.82,6373,1594,1398,7392,12939,-206,256.0,84,0,139,118.22
2022-02-19 11:00:00,5078.23,6605,2092,1837,7264,12805,-98,20.0,486,0,138,138.18
2022-02-19 12:00:00,5122.99,6656,2363,1985,7639,12196,-32,375.0,305,0,136,139.86
2022-02-19 13:00:00,5132.88,6370,2325,1923,8263,12153,4,345.0,160,0,136,142.68
2022-02-19 14:00:00,5085.03,6320,1856,1437,9271,11785,-197,485.0,152,0,135,123.99
2022-02-19 15:00:00,4983.4,6232,1196,865,10486,12067,-202,99.0,70,0,136,116.78
2022-02-19 16:00:00,4812.98,6213,632,418,10636,12360,-153,222.0,203,1,135,156.44
2022-02-19 17:00:00,4802.13,5962,177,105,9912,13630,76,379.0,0,0,133,129.58
2022-02-19 18:00:00,4652.79,5524,0,0,9602,14261,177,138.0,254,1,130,186.23
2022-02-19 19:00:00,4372.75,5064,0,0,9659,13529,-253,275.0,297,1,131,152.52
2022-02-19 20:00:00,4290.17,4937,0,0,9787,13033,222,117.0,157,0,131,152.33
2022-02-19 21:00:00,4136.55,4769,0,0,9980,12461,157,127.0,472,1,128,187.9
2022-02-19 22:00:00,3983.46,4338,0,0,10315,11758,278,392.0,162,1,128,196.2
2022-02-19 23:00:00,4021.92,4059,0,0,10899,11115,113,50.0,347,0,130,146.32
2022-02-20 00:00:00,4180.27,3880,0,0,10605,11020,-15,431.0,154,0,127,133.03
2022-02-20 01:00:00,3998.4,2945,0,0,11131,10836,224,374.0,189,0,127,162.8
2022-02-20 02:00:00,3590.52,2571,0,0,11502,10673,120,246.0,413,0,126,155.0
2022-02-20 03:00:00,2901.31,2284,0,0,12088,10534,285,115.0,61,0,126,158.53
2022-02-20 04:00:00,2081.57,2842,0,0,12620,10567,95,452.0,493,0,126,133.87
2022-02-20 05:00:00,2819.36,4288,0,0,13340,10608,226,22.0,104,1,123,161.34
2022-02-20 06:00:00,3459.74,5513,0,0,13634,10287,71,97.0,273,1,121,136.11
2022-02-20 07:00:00,3944.69,6183,4,0,12141,9972,14,354.0,114,1,124,129.6
2022-02-20 08:00:00,4615.12,6476,53,22,10378,10407,-49,284.0,289,1,127,144.87
2022-02-20 09:00:00,4985.5,6551,168,132,9330,10877,161,184.0,405,0,125,129.31
2022-02-20 10:00:00,5137.36,6596,297,317,8662,11233,271,82.0,415,0,123,143.69
2022-02-20 11:00:00,5198.14,6627,366,511,8783,11284,117,123.0,102,1,125,156.77
2022-02-20 12:00:00,5220.74,6571,386,591,9142,11486,75,120.0,208,0,128,119.43
2022-02-20 13:00:00,5203.23,6619,394,241,9722,11318,129,457.0,66,1,130,166.15
2022-02-20 14:00:00,5177.76,6612,377,201,11224,10701,-128,494.0,200,1,131,150.11
2022-02-20 15:00:00,5128.49,6595,283,149,12052,10781,7,321.0,62,1,129,150.98
2022-02-20 16:00:00,5059.6,6445,126,76,11108,11433,-111,280.0,339,0,127,111.64
2022-02-20 17:00:00,4933.96,6179,20,13,9681,12908,120,253.0,394,0,126,133.47
2022-02-20 18:00:00,4730.52,5846,0,0,8865,13385,65,183.0,432,0,128,135.7
2022-02-20 19:00:00,4463.04,5652,0,0,8607,12923,51,390.0,30,1,131,164.7
2022-02-20 20:00:00,4491.73,5221,0,0,8653,12338,-106,92.0,170,0,132,127.08
2022-02-20 21:00:00,4406.47,5716,0,0,8749,12009,291,463.0,422,1,131,196.87
2022-02-20 22:00:00,4168.9,6333,0,0,9061,11566,269,328.0,345,1,130,174.17
2022-02-20 23:00:00,4517.51,6432,0,0,9536,10764,140,167.0,17,1,132,155.85
2022-02-21 00:00:00,4822.9,6446,0,0,10300,10444,190,221.0,301,1,132,172.3
2022-02-21 01:00:00,4814.45,6447,0,0,10874,10613,-273,234.0,86,0,130,84.22
2022-02-21 02:00:00,4801.78,6246,0,0,11592,10657,-32,65.0,419,0,129,118.65
2022-02-21 03:00:00,4764.91,6229,0,0,12318,10705,18,103.0,212,1,131,154.54
2022-02-21 04:00:00,4708.08,6339,0,0,12827,10995,32,420.0,465,0,134,122.89
2022-02-21 05:00:00,4828.35,6491,0,0,13703,11342,-325,470.0,186,1,135,119.88
2022-02-21 06:00:00,4906.95,6554,0,0,14035,11863,-276,96.0,395,0,137,95.85
2022-02-21 07:00:00,4959.54,6667,25,17,12755,12507,-129,325.0,160,1,136,146.19
2022-02-21 08:00:00,4938.41,6661,202,148,11671,12876,-67,159.0,222,1,136,155.3
2022-02-21 09:00:00,4855.37,6630,402,339,10708,13117,-17,454.0,496,1,135,165.41
2022-02-21 10:00:00,4702.56,6476,445,448,9720,13124,-54,159.0,304,0,134,119.3
2022-02-21 11:00:00,4838.92,6136,464,438,9123,12877,-333,433.0,381,0,136,101.03
2022-02-21 12:00:00,4918.71,6013,562,422,9495,12366,-286,104.0,107,1,136,143.4
2022-02-21 13:00:00,4908.29,6157,786,984,9835,12025,-180,87.0,310,0,139,116.17
2022-02-21 14:00:00,5075.39,6289,1012,1047,11049,11968,-24,99.0,462,0,141,138.23
2022-02-21 15:00:00,5141.66,6524,1048,1080,11831,12018,208,404.0,54,1,142,182.17
2022-02-21 16:00:00,5127.23,6605,854,860,11397,12581,-5,132.0,140,0,144,129.83
2022-02-21 17:00:00,5124.7,6663,319,308,10015,13797,-210,227.0,471,0,146,125.36
2022-02-21 18:00:00,5104.0,6677,0,0,9006,14286,135,2.0,204,0,148,149.36
2022-02-21 19:00:00,5061.32,6602,0,0,8652,13909,-316,421.0,130,1,147,144.53
2022-02-21 20:00:00,5064.76,6490,0,0,8685,13373,162,140.0,329,1,147,194.8
2022-02-21 21:00:00,5061.37,6384,0,0,8775,12874,-234,189.0,344,0,146,123.22
2022-02-21 22:00:00,5039.78,6211,0,0,9073,11985,-265,437.0,285,1,143,154.21
2022-02-21 23:00:00,4963.57,5908,0,0,9529,11238,-149,241.0,298,1,143,170.01
2022-02-22 00:00:00,4832.52,5861,0,0,11499,11302,232,50.0,454,0,144,164.11
2022-02-22 01:00:00,4592.77,4711,0,0,12271,11243,-309,335.0,27,1,144,150.71
2022-02-22 02:00:00,4329.17,4500,0,0,12891,11145,67,63.0,472,1,141,191.9
2022-02-22 03:00:00,3997.47,4322,0,0,13339,11119,104,149.0,96,1,144,186.17
2022-02-22 04:00:00,3613.88,4024,0,0,13990,11313,203,405.0,328,0,143,161.16
2022-02-22 05:00:00,3233.32,3580,0,0,14467,11626,233,248.0,31,1,142,195.44
2022-02-22 06:00:00,2780.36,3179,0,0,14903,12164,-259,161.0,446,1,142,161.08
2022-02-22 07:00:00,2282.84,3317,19,8,13701,13064,269,332.0,363,0,144,165.81
2022-02-22 08:00:00,2892.3,3843,228,163,12458,13761,-166,38.0,67,0,147,127.7
2022-02-22 09:00:00,3444.8,4706,593,406,11263,13888,5,197.0,363,1,149,188.85
2022-02-22 10:00:00,3887.83,5138,813,530,10401,13686,265,166.0,438,0,147,179.22
2022-02-22 11:00:00,4312.93,5580,769,544,10065,13304,-167,95.0,104,0,146,129.5
2022-02-22 12:00:00,4606.45,6017,614,528,10646,12871,-268,267.0,339,0,143,112.67
2022-02-22 13:00:00,4781.65,6361,562,594,11247,12626,-303,395.0,477,1,145,146.85
2022-02-22 14:00:00,4973.9,6419,572,610,12257,12639,-209,230.0,45,1,145,148.77
2022-02-22 15:00:00,5070.97,6399,460,506,13329,12694,116,307.0,410,0,147,147.43
2022-02-22 16:00:00,5103.74,6371,215,260,12657,13249,151,118.0,452,0,148,155.61
2022-02-22 17:00:00,5077.21,6270,32,48,10928,14006,280,460.0,214,1,150,210.56
2022-02-22 18:00:00,5033.49,6187,0,0,9962,14150,53,185.0,215,0,147,147.12
2022-02-22 19:00:00,4966.62,6050,0,0,9512,13933,266,274.0,159,1,149,210.06
2022-02-22 20:00:00,4923.54,5976,0,0,9376,13356,14,267.0,11,0,148,142.17
2022-02-22 21:00:00,4855.57,6094,0,0,9441,12893,-88,487.0,263,1,146,175.75
2022-02-22 22:00:00,4753.1,6086,0,0,9554,12097,-62,143.0,121,0,144,130.61
2022-02-22 23:00:00,4645.07,5832,0,0,9962,11307,-175,310.0,73,0,143,118.56
2022-02-23 00:00:00,4673.92,5608,0,0,11574,11213,-64,291.0,496,0,144,142.55
2022-02-23 01:00:00,4534.56,5009,0,0,12334,10590,-23,89.0,402,1,144,185.58
2022-02-23 02:00:00,4338.16,4857,0,0,12951,10452,-46,197.0,39,1,142,171.42
2022-02-23 03:00:00,4109.88,4676,0,0,13420,10489,85,21.0,448,1,140,185.84
2022-02-23 04:00:00,3861.59,4319,0,0,14008,10694,128,376.0,85,1,142,183.14
2022-02-23 05:00:00,3502.26,3945,0,0,14455,11169,-235,381.0,281,1,140,156.53
